GeneID;Citrus;Human;Bee;Global_Status
lcl|SDAQ01000124.1_cds_KAI3536332.1_12583;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000124.1_cds_KAI3536333.1_12584;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536334.1_12585;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536335.1_12586;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536336.1_12587;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536337.1_12588;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536338.1_12589;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536339.1_12590;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000124.1_cds_KAI3536340.1_12591;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000124.1_cds_KAI3536341.1_12592;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000124.1_cds_KAI3536342.1_12593;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000124.1_cds_KAI3536343.1_12594;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000125.1_cds_KAI3536217.1_12595;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536218.1_12596;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536219.1_12597;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536220.1_12598;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536221.1_12599;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536222.1_12600;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536223.1_12601;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000125.1_cds_KAI3536224.1_12602;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536225.1_12603;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536226.1_12604;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536227.1_12605;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536228.1_12606;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536229.1_12607;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536230.1_12608;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536231.1_12609;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536232.1_12610;SAFE;RISK;RISK;REJECTED
lcl|SDAQ01000125.1_cds_KAI3536233.1_12611;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536234.1_12612;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000125.1_cds_KAI3536235.1_12613;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536236.1_12614;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536237.1_12615;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536238.1_12616;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000125.1_cds_KAI3536239.1_12617;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536240.1_12618;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536241.1_12619;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536242.1_12620;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536243.1_12621;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536244.1_12622;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536245.1_12623;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536246.1_12624;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536247.1_12625;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536248.1_12626;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536249.1_12627;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000125.1_cds_KAI3536250.1_12628;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536131.1_12629;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536132.1_12630;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536133.1_12631;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536134.1_12632;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536135.1_12633;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536136.1_12634;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536137.1_12635;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536138.1_12636;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536139.1_12637;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536140.1_12638;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536141.1_12639;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536142.1_12640;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536143.1_12641;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000126.1_cds_KAI3536144.1_12642;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536145.1_12643;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536146.1_12644;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536147.1_12645;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000126.1_cds_KAI3536148.1_12646;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536149.1_12647;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000126.1_cds_KAI3536150.1_12648;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000126.1_cds_KAI3536151.1_12649;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536152.1_12650;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536153.1_12651;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536154.1_12652;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536155.1_12653;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536156.1_12654;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536157.1_12655;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536158.1_12656;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536159.1_12657;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536160.1_12658;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536161.1_12659;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536162.1_12660;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536163.1_12661;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536164.1_12662;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536165.1_12663;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536166.1_12664;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536167.1_12665;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536168.1_12666;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536169.1_12667;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536170.1_12668;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000126.1_cds_KAI3536171.1_12669;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536172.1_12670;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536173.1_12671;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536174.1_12672;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536175.1_12673;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000126.1_cds_KAI3536176.1_12674;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536036.1_12675;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536037.1_12676;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536038.1_12677;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536039.1_12678;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536040.1_12679;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536041.1_12680;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536042.1_12681;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536043.1_12682;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536044.1_12683;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536045.1_12684;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536046.1_12685;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536047.1_12686;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536048.1_12687;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536049.1_12688;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536050.1_12689;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536051.1_12690;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536052.1_12691;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536053.1_12692;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536054.1_12693;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536055.1_12694;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536056.1_12695;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536057.1_12696;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536058.1_12697;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536059.1_12698;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536060.1_12699;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536061.1_12700;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536062.1_12701;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536063.1_12702;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536064.1_12703;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536065.1_12704;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536066.1_12705;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536067.1_12706;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536068.1_12707;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536069.1_12708;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536070.1_12709;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000127.1_cds_KAI3536071.1_12710;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536072.1_12711;RISK;RISK;SAFE;REJECTED
lcl|SDAQ01000127.1_cds_KAI3536073.1_12712;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535965.1_12713;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535966.1_12714;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535967.1_12715;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535968.1_12716;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535969.1_12717;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535970.1_12718;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535971.1_12719;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535972.1_12720;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535973.1_12721;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000128.1_cds_KAI3535974.1_12722;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535975.1_12723;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535976.1_12724;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535977.1_12725;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535978.1_12726;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535979.1_12727;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535980.1_12728;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535981.1_12729;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535982.1_12730;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535983.1_12731;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535984.1_12732;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000128.1_cds_KAI3535985.1_12733;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535986.1_12734;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535987.1_12735;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535988.1_12736;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535989.1_12737;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535990.1_12738;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535991.1_12739;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535992.1_12740;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535993.1_12741;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535994.1_12742;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535995.1_12743;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000128.1_cds_KAI3535996.1_12744;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535997.1_12745;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535998.1_12746;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000128.1_cds_KAI3535999.1_12747;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535864.1_12748;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535865.1_12749;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535866.1_12750;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535867.1_12751;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535868.1_12752;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535869.1_12753;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535870.1_12754;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535871.1_12755;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535872.1_12756;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535873.1_12757;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535874.1_12758;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535875.1_12759;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535876.1_12760;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000129.1_cds_KAI3535877.1_12761;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535878.1_12762;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535879.1_12763;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535880.1_12764;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535881.1_12765;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535882.1_12766;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535883.1_12767;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535884.1_12768;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535885.1_12769;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535886.1_12770;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535887.1_12771;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535888.1_12772;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000129.1_cds_KAI3535889.1_12773;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000129.1_cds_KAI3535890.1_12774;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535891.1_12775;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535892.1_12776;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535893.1_12777;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535894.1_12778;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535895.1_12779;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535896.1_12780;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535897.1_12781;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535898.1_12782;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535899.1_12783;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535900.1_12784;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535901.1_12785;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535902.1_12786;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535903.1_12787;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535904.1_12788;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535905.1_12789;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535906.1_12790;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535907.1_12791;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535908.1_12792;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535909.1_12793;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535910.1_12794;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000129.1_cds_KAI3535911.1_12795;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000129.1_cds_KAI3535912.1_12796;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535748.1_12797;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535749.1_12798;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535750.1_12799;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535751.1_12800;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535752.1_12801;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535753.1_12802;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535754.1_12803;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535755.1_12804;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535756.1_12805;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535757.1_12806;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535758.1_12807;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535759.1_12808;SAFE;SAFE;RISK;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535760.1_12809;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535761.1_12810;RISK;SAFE;RISK;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535762.1_12811;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535763.1_12812;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535764.1_12813;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535765.1_12814;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535766.1_12815;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535767.1_12816;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535768.1_12817;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535769.1_12818;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535770.1_12819;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535771.1_12820;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535772.1_12821;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535773.1_12822;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535774.1_12823;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535775.1_12824;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535776.1_12825;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535777.1_12826;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535778.1_12827;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000130.1_cds_KAI3535779.1_12828;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535780.1_12829;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535781.1_12830;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535782.1_12831;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000130.1_cds_KAI3535783.1_12832;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535641.1_12833;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535642.1_12834;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535643.1_12835;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535644.1_12836;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535645.1_12837;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535646.1_12838;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535647.1_12839;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535648.1_12840;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535649.1_12841;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535650.1_12842;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535651.1_12843;RISK;RISK;RISK;REJECTED
lcl|SDAQ01000131.1_cds_KAI3535652.1_12844;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535653.1_12845;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535654.1_12846;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535655.1_12847;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535656.1_12848;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535657.1_12849;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535658.1_12850;SAFE;RISK;SAFE;REJECTED
lcl|SDAQ01000131.1_cds_KAI3535659.1_12851;RISK;SAFE;SAFE;REJECTED
lcl|SDAQ01000131.1_cds_KAI3535660.1_12852;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535661.1_12853;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535662.1_12854;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535663.1_12855;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535664.1_12856;SAFE;SAFE;SAFE;APPROVED
lcl|SDAQ01000131.1_cds_KAI3535665.1_12857;SAFE;SAFE;SAFE;APPROVED
