CATEGORIA	ID	GC_CONTENT	DESCRICAO
GOLD	lcl|SDAQ01000146.1_cds_KAI3534309.1_13286	53.1	lcl|SDAQ01000146.1_cds_KAI3534309.1_13286 [locus_tag=CABS02_13265] [protein=cytochrome P450 52A11] [protein_id=KAI3534309.1] [location=complement(join(22036..22110,22180..23195,23254..23440,23542..23759,23815..24004))] [gbkey=CDS]
GOLD	lcl|SDAQ01000148.1_cds_KAI3534135.1_13354	51.1	lcl|SDAQ01000148.1_cds_KAI3534135.1_13354 [locus_tag=CABS02_13333] [protein=cytochrome P450] [protein_id=KAI3534135.1] [location=join(19554..19818,19912..20867,20925..21062,21126..21335)] [gbkey=CDS]
GOLD	lcl|SDAQ01000151.1_cds_KAI3533894.1_13435	55.2	lcl|SDAQ01000151.1_cds_KAI3533894.1_13435 [locus_tag=CABS02_13414] [protein=26S proteasome subunit P45 family protein] [protein_id=KAI3533894.1] [location=join(25355..25565,25714..26100,26166..26622,26683..26803)] [gbkey=CDS]
GOLD	lcl|SDAQ01000153.1_cds_KAI3533720.1_13495	52.8	lcl|SDAQ01000153.1_cds_KAI3533720.1_13495 [locus_tag=CABS02_13474] [protein=cytochrome P450 3A9] [protein_id=KAI3533720.1] [location=complement(join(45549..45702,45765..45818,45876..46498,46561..46693,46758..46967,47042..47394))] [gbkey=CDS]
GOLD	lcl|SDAQ01000154.1_cds_KAI3533624.1_13516	53.6	lcl|SDAQ01000154.1_cds_KAI3533624.1_13516 [locus_tag=CABS02_13495] [protein=cytochrome b5] [protein_id=KAI3533624.1] [location=complement(join(23973..24130,24285..24378))] [gbkey=CDS]
GOLD	lcl|SDAQ01000154.1_cds_KAI3533635.1_13527	50.9	lcl|SDAQ01000154.1_cds_KAI3533635.1_13527 [locus_tag=CABS02_13506] [protein=RNA polymerase II transcription factor B subunit 5] [protein_id=KAI3533635.1] [location=complement(join(64043..64090,64179..64327,64424..64442))] [gbkey=CDS]
GOLD	lcl|SDAQ01000154.1_cds_KAI3533639.1_13531	56.9	lcl|SDAQ01000154.1_cds_KAI3533639.1_13531 [locus_tag=CABS02_13510] [protein=ribosomal protein S18] [protein_id=KAI3533639.1] [location=join(79139..79235,79306..79637,79691..79888)] [gbkey=CDS]
GOLD	lcl|SDAQ01000155.1_cds_KAI3533543.1_13552	53.4	lcl|SDAQ01000155.1_cds_KAI3533543.1_13552 [locus_tag=CABS02_13531] [protein=DNA polymerase] [protein_id=KAI3533543.1] [location=complement(join(49334..51076,51137..53422,53476..53579,53636..53927))] [gbkey=CDS]
GOLD	lcl|SDAQ01000157.1_cds_KAI3533349.1_13603	57.7	lcl|SDAQ01000157.1_cds_KAI3533349.1_13603 [locus_tag=CABS02_13582] [protein=proteasome A-type and B-type] [protein_id=KAI3533349.1] [location=complement(join(28550..28883,28939..29326,29382..29434,29494..29500,29566..29596))] [gbkey=CDS]
GOLD	lcl|SDAQ01000159.1_cds_KAI3533198.1_13652	57.0	lcl|SDAQ01000159.1_cds_KAI3533198.1_13652 [locus_tag=CABS02_13631] [protein=ribosomal protein L6] [protein_id=KAI3533198.1] [location=join(20291..20336,20731..20778,20929..21184,21245..21476)] [gbkey=CDS]
GOLD	lcl|SDAQ01000160.1_cds_KAI3533103.1_13682	53.2	lcl|SDAQ01000160.1_cds_KAI3533103.1_13682 [locus_tag=CABS02_13661] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3533103.1] [location=complement(join(38859..40814,40864..41238,41289..41381,41473..41553))] [gbkey=CDS]
GOLD	lcl|SDAQ01000160.1_cds_KAI3533104.1_13683	58.2	lcl|SDAQ01000160.1_cds_KAI3533104.1_13683 [locus_tag=CABS02_13662] [protein=ribosomal L5P family protein] [protein_id=KAI3533104.1] [location=join(44140..44408,44468..45167,45224..45334)] [gbkey=CDS]
GOLD	lcl|SDAQ01000160.1_cds_KAI3533111.1_13690	55.8	lcl|SDAQ01000160.1_cds_KAI3533111.1_13690 [locus_tag=CABS02_13669] [protein=ubiquitin-like modifier 1] [protein_id=KAI3533111.1] [location=join(57468..57523,57746..57910,58122..58239)] [gbkey=CDS]
GOLD	lcl|SDAQ01000160.1_cds_KAI3533114.1_13693	54.7	lcl|SDAQ01000160.1_cds_KAI3533114.1_13693 [locus_tag=CABS02_13672] [protein=cytochrome P450] [protein_id=KAI3533114.1] [location=complement(join(67503..67604,67687..67805,67874..67953,68007..68287,68364..68744,68827..69068,69122..69467))] [gbkey=CDS]
GOLD	lcl|SDAQ01000161.1_cds_KAI3533028.1_13703	58.1	lcl|SDAQ01000161.1_cds_KAI3533028.1_13703 [locus_tag=CABS02_13682] [protein=ribosomal L27e family protein] [protein_id=KAI3533028.1] [location=complement(join(29633..29640,29765..30101,30476..30538))] [gbkey=CDS]
GOLD	lcl|SDAQ01000165.1_cds_KAI3532736.1_13791	59.3	lcl|SDAQ01000165.1_cds_KAI3532736.1_13791 [locus_tag=CABS02_13770] [protein=60S ribosomal protein L32] [protein_id=KAI3532736.1] [location=join(38269..38308,38442..38566,38706..38827,38928..39036)] [gbkey=CDS]
GOLD	lcl|SDAQ01000177.1_cds_KAI3531913.1_14040	57.5	lcl|SDAQ01000177.1_cds_KAI3531913.1_14040 [locus_tag=CABS02_14019] [protein=NADH-cytochrome b5 reductase 1] [protein_id=KAI3531913.1] [location=complement(join(35683..35832,35888..36431,36490..36571,36632..36782))] [gbkey=CDS]
GOLD	lcl|SDAQ01000178.1_cds_KAI3531853.1_14064	54.9	lcl|SDAQ01000178.1_cds_KAI3531853.1_14064 [locus_tag=CABS02_14043] [protein=RNA polymerase Rpb4] [protein_id=KAI3531853.1] [location=complement(join(54189..54310,54389..54516,54624..54808))] [gbkey=CDS]
GOLD	lcl|SDAQ01000180.1_cds_KAI3531703.1_14089	55.1	lcl|SDAQ01000180.1_cds_KAI3531703.1_14089 [locus_tag=CABS02_14068] [protein=cytochrome c oxidase assembly protein cox-16] [protein_id=KAI3531703.1] [location=complement(join(6476..6562,6635..6901))] [gbkey=CDS]
GOLD	lcl|SDAQ01000181.1_cds_KAI3531669.1_14114	55.4	lcl|SDAQ01000181.1_cds_KAI3531669.1_14114 [locus_tag=CABS02_14093] [protein=ubiquitin carboxyl-terminal hydrolase] [protein_id=KAI3531669.1] [location=complement(join(33096..34780,34837..34852))] [gbkey=CDS]
GOLD	lcl|SDAQ01000189.1_cds_KAI3531269.1_14240	56.2	lcl|SDAQ01000189.1_cds_KAI3531269.1_14240 [locus_tag=CABS02_14219] [protein=cytochrome P450] [protein_id=KAI3531269.1] [location=complement(join(52934..53358,53422..54027,54077..54362,54412..54639))] [gbkey=CDS]
GOLD	lcl|SDAQ01000191.1_cds_KAI3531160.1_14263	60.0	lcl|SDAQ01000191.1_cds_KAI3531160.1_14263 [locus_tag=CABS02_14261] [protein=RNA polymerase Rpb6] [protein_id=KAI3531160.1] [location=join(2045..2079,2131..2400,2491..2610,2717..2753)] [gbkey=CDS]
GOLD	lcl|SDAQ01000191.1_cds_KAI3531167.1_14270	55.8	lcl|SDAQ01000191.1_cds_KAI3531167.1_14270 [locus_tag=CABS02_14268] [protein=spindle pole body interacting protein] [protein_id=KAI3531167.1] [location=join(19981..20829,20888..22132,22189..22608)] [gbkey=CDS]
GOLD	lcl|SDAQ01000192.1_cds_KAI3531111.1_14290	59.5	lcl|SDAQ01000192.1_cds_KAI3531111.1_14290 [locus_tag=CABS02_14288] [protein=proteasome component PRE2] [protein_id=KAI3531111.1] [location=join(17360..17500,17581..18300)] [gbkey=CDS]
GOLD	lcl|SDAQ01000198.1_cds_KAI3530756.1_14409	53.0	lcl|SDAQ01000198.1_cds_KAI3530756.1_14409 [locus_tag=CABS02_14407] [protein=cytochrome P450] [protein_id=KAI3530756.1] [location=join(39507..39572,39645..40166,40238..40934,41003..41184)] [gbkey=CDS]
GOLD	lcl|SDAQ01000202.1_cds_KAI3530542.1_14483	58.0	lcl|SDAQ01000202.1_cds_KAI3530542.1_14483 [locus_tag=CABS02_14481] [protein=E3 ubiquitin-protein ligase RBX1] [protein_id=KAI3530542.1] [location=complement(join(30238..30336,30385..30455,30518..30596,30650..30757))] [gbkey=CDS]
GOLD	lcl|SDAQ01000209.1_cds_KAI3530205.1_14589	51.1	lcl|SDAQ01000209.1_cds_KAI3530205.1_14589 [locus_tag=CABS02_14587] [protein=kinesin light chain] [protein_id=KAI3530205.1] [location=complement(join(17112..17989,18043..18070))] [gbkey=CDS]
GOLD	lcl|SDAQ01000219.1_cds_KAI3529747.1_14740	58.8	lcl|SDAQ01000219.1_cds_KAI3529747.1_14740 [locus_tag=CABS02_14738] [protein=60S ribosomal subunit assembly/export protein loc-1] [protein_id=KAI3529747.1] [location=complement(join(33146..33436,33500..33808))] [gbkey=CDS]
GOLD	lcl|SDAQ01000225.1_cds_KAI3529476.1_14818	53.4	lcl|SDAQ01000225.1_cds_KAI3529476.1_14818 [locus_tag=CABS02_14816] [protein=cytochrome P450] [protein_id=KAI3529476.1] [location=join(23386..23608,23691..23809,23860..23895,23960..24652,24777..25602,25662..26239,26301..26497,26552..27230)] [gbkey=CDS]
GOLD	lcl|SDAQ01000227.1_cds_KAI3529394.1_14846	51.6	lcl|SDAQ01000227.1_cds_KAI3529394.1_14846 [locus_tag=CABS02_14844] [protein=ATP synthase F1] [protein_id=KAI3529394.1] [location=join(26316..26496,26549..27031,27134..27680,27948..28078,28301..28701,29149..30102)] [gbkey=CDS]
GOLD	lcl|SDAQ01000283.1_cds_KAI3527869.1_15268	51.6	lcl|SDAQ01000283.1_cds_KAI3527869.1_15268 [locus_tag=CABS02_15266] [protein=cytochrome P450] [protein_id=KAI3527869.1] [location=join(3203..3337,3429..3905,4077..4301)] [gbkey=CDS]
GOLD	lcl|SDAQ01000292.1_cds_KAI3527728.1_15304	56.1	lcl|SDAQ01000292.1_cds_KAI3527728.1_15304 [locus_tag=CABS02_15308] [protein=cytochrome P450] [protein_id=KAI3527728.1] [location=join(12194..12389,12444..12640,12705..13051,13167..13292,13355..13838,13905..14090)] [gbkey=CDS]
GOLD	lcl|SDAQ01000294.1_cds_KAI3527680.1_15313	58.2	lcl|SDAQ01000294.1_cds_KAI3527680.1_15313 [locus_tag=CABS02_15317] [protein=40S ribosomal protein S30] [protein_id=KAI3527680.1] [location=join(9588..9640,9907..10018,10087..10110)] [gbkey=CDS]
GOLD	lcl|SDAQ01000299.1_cds_KAI3527608.1_15332	58.1	lcl|SDAQ01000299.1_cds_KAI3527608.1_15332 [locus_tag=CABS02_15336] [protein=cytochrome b561] [protein_id=KAI3527608.1] [location=join(7808..7940,8020..8624)] [gbkey=CDS]
GOLD	lcl|SDAQ01000330.1_cds_KAI3527204.1_15419	57.7	lcl|SDAQ01000330.1_cds_KAI3527204.1_15419 [locus_tag=CABS02_15423] [protein=26S proteasome subunit RPN7] [protein_id=KAI3527204.1] [location=complement(join(2166..2414,2477..3238,3290..3570,3752..3796,3944..4037))] [gbkey=CDS]
GOLD	lcl|SDAQ01000347.1_cds_KAI3527081.1_15441	56.7	lcl|SDAQ01000347.1_cds_KAI3527081.1_15441 [locus_tag=CABS02_15445] [protein=cytochrome P450] [protein_id=KAI3527081.1] [location=complement(join(2366..2548,2619..3102,3186..3290,3406..3752,3817..4013,4068..4266))] [gbkey=CDS]
GOLD	lcl|SDAQ01000355.1_cds_KAI3527021.1_15455	56.3	lcl|SDAQ01000355.1_cds_KAI3527021.1_15455 [locus_tag=CABS02_15457] [protein=cytochrome P450] [protein_id=KAI3527021.1] [location=join(1283..1421,1476..1672,1737..2182,2239..2325,2388..2871,2938..3123)] [gbkey=CDS]
